Time (s), INST AN VOLTS, INST BN VOLTS, INST CN VOLTS
0, 408.568969726563, -285.705749511719, -117.476135253906
0.000130208340124227, 412.469390869141, -266.203643798828, -137.199813842773
0.000260416680248454, 413.444488525391, -246.701553344727, -154.037094116211
0.000390625020372681, 410.519165039063, -226.711898803711, -172.317581176758
0.000520833360496908, 408.568969726563, -206.722244262695, -189.635925292969
0.000651041700621136, 409.056518554688, -186.245040893555, -207.435333251953
0.000781250040745363, 410.031616210938, -169.668258666992, -223.310485839844
0.00091145838086959, 409.544067382813, -148.215942382813, -241.590972900391
0.00104166672099382, 406.131195068359, -135.052032470703, -258.428253173828
0.00117187506111804, 406.618743896484, -115.062385559082, -274.784484863281
0.00130208340124227, 404.668548583984, -97.998046875, -290.178558349609
0.0014322917413665, 400.768127441406, -80.446159362793, -307.015838623047
0.00156250008149073, 396.380157470703, -60.9440574645996, -320.966735839844
0.00169270842161495, 391.9921875, -41.4419593811035, -335.398712158203
0.00182291676173918, 386.629119873047, -21.4523086547852, -346.463195800781
0.00195312510186341, 377.365600585938, -3.90041971206665, -358.489837646484
0.00208333344198763, 367.127014160156, 16.5767841339111, -367.630065917969
0.00221354178211186, 357.375946044922, 37.5415382385254, -377.251373291016
0.00234375012223609, 344.212036132813, 57.0436401367188, -383.024169921875
0.00247395846236032, 329.585479736328, 76.0581817626953, -389.759063720703
0.00260416680248454, 313.496246337891, 95.5602798461914, -394.569732666016
0.00273437514260877, 296.431884765625, 115.062385559082, -399.38037109375
0.002864583482733, 279.855102539063, 134.076934814453, -400.823577880859
0.00299479182285722, 259.865478515625, 151.628814697266, -403.228912353516
0.00312500016298145, 238.90071105957, 170.155807495117, -403.7099609375
0.00325520850310568, 219.39860534668, 190.145462036133, -403.7099609375
0.0033854168432299, 198.921401977539, 208.184906005859, -400.823577880859
0.00351562518335413, 178.931762695313, 224.761688232422, -401.304626464844
0.00364583352347836, 158.942108154297, 242.313583374023, -399.861450195313
0.00377604186360259, 140.90266418457, 261.815673828125, -399.38037109375
0.00390625020372681, 121.400566101074, 278.392456054688, -396.493988037109
0.00403645854385104, 101.898468017578, 293.01904296875, -395.531860351563
0.00416666688397527, 84.3465805053711, 309.595825195313, -391.683319091797
0.00429687522409949, 64.3569259643555, 323.247283935547, -389.759063720703
0.00442708356422372, 47.7801399230957, 337.386322021484, -384.948425292969
0.00455729190434795, 29.2531471252441, 348.112457275391, -379.656707763672
0.00468750024447218, 10.7261543273926, 359.813720703125, -371.959655761719
0.0048177085845964, -6.33818197250366, 371.514984130859, -363.300476074219
0.00494791692472063, -25.8402805328369, 381.266021728516, -351.754913330078
0.00507812526484486, -44.8548278808594, 388.091766357422, -340.209350585938
0.00520833360496908, -64.3569259643555, 396.867706298828, -325.777404785156
0.00533854194509331, -83.3714752197266, 403.693450927734, -310.864379882813
0.00546875028521754, -102.386016845703, 409.056518554688, -292.102813720703
0.00559895862534177, -121.400566101074, 410.519165039063, -276.227661132813
0.00572916696546599, -143.827972412109, 412.956939697266, -255.541870117188
0.00585937530559022, -157.966995239258, 413.932037353516, -235.337127685547
0.00598958364571445, -176.493988037109, 412.956939697266, -213.208114624023
