Time (s), INST BN VOLTS
0.3637976, -5103.68017578125
0.3640582, -4485.6982421875
0.3643188, -3825.0966796875
0.3645794, -3111.220703125
0.36484, -2360.052734375
0.3651006, -1571.59265136719
0.3653612, -756.495422363281
0.3656218, 42.6194610595703
0.3658824, 831.079467773438
0.366143, 1582.24743652344
0.3664036, 2264.15893554688
0.3666642, 2994.01708984375
0.3669248, 3718.5478515625
0.3671854, 4480.37060546875
0.367446, 5210.22900390625
0.3677066, 5849.52099609375
0.3679672, 6398.24658203125
0.3682278, 6819.11376953125
0.3684884, 7229.326171875
0.368749, 7612.90087890625
0.3690096, 7985.8212890625
0.3692702, 8246.865234375
0.3695308, 8369.396484375
0.3697914, 8353.4140625
0.370052, 8305.4677734375
0.3703126, 8145.64453125
0.3705732, 7879.27294921875
0.3708338, 7559.626953125
0.3710944, 7197.361328125
0.371355, 6755.1845703125
0.3716156, 6227.7685546875
0.3718762, 5716.3349609375
0.3721368, 5151.62744140625
0.3723974, 4560.2822265625
0.372658, 3899.6806640625
0.3729186, 3196.45947265625
0.3731792, 2418.654296875
0.3734398, 1582.24743652344
0.3737004, 681.911376953125
0.373961, -159.822982788086
0.3742216, -953.610412597656
0.3744822, -1678.14123535156
0.3747428, -2370.70751953125
0.3750034, -3068.60107421875
0.375264, -3771.822265625
0.3755246, -4501.6806640625
0.3757852, -5215.556640625
0.3760458, -5860.17578125
0.3763064, -6403.57373046875
0.376567, -6824.44091796875
0.3768276, -7138.759765625
0.3770882, -7485.04296875
0.3773488, -7772.72412109375
0.3776094, -8033.76806640625
0.37787, -8145.64453125
0.3781306, -8145.64453125
0.3783912, -8124.33447265625
0.3786518, -8023.11328125
0.3789124, -7783.37890625
0.379173, -7485.04296875
0.3794336, -7122.77734375
0.3796942, -6696.58251953125
0.3799548, -6211.7861328125
0.3802154, -5636.423828125
0.380476, -5050.40625
0.3807366, -4453.7333984375
0.3809972, -3798.45947265625
0.3812578, -3095.23828125
0.3815184, -2301.45092773438
0.381779, -1497.00854492188
0.3820396, -687.23876953125
0.3823002, 106.548652648926
0.3825608, 889.681213378906
0.3828214, 1560.93774414063
0.383082, 2285.46850585938
0.3833426, 3041.9638671875
0.3836032, 3803.78686523438
0.3838638, 4581.591796875
0.3841244, 5322.10498046875
0.384385, 5934.759765625
0.3846456, 6435.53857421875
0.3849062, 6808.458984375
0.3851668, 7085.4853515625
0.3854274, 7559.626953125
0.385688, 7868.61767578125
0.3859486, 8193.5908203125
0.3862092, 8257.5205078125
0.3864698, 8236.2109375
0.3867304, 8177.60888671875
0.386991, 8049.75048828125
0.3872516, 7799.361328125
0.3875122, 7453.078125
0.3877728, 7080.15771484375
0.3880334, 6648.6357421875
0.388294, 6126.54736328125
0.3885546, 5652.40576171875
0.3888152, 5066.38818359375
0.3890758, 4491.02587890625
0.3893364, 3926.31787109375
0.389597, 3148.5126953125
0.3898576, 2413.32690429688
0.3901182, 1560.93774414063
0.3903788, 665.929077148438
0.3906394, -159.822982788086
0.3909, -937.628112792969
0.3911606, -1672.81384277344
0.3914212, -2317.43310546875
0.3916818, -3015.32690429688
0.3919424, -3729.20288085938
0.392203, -4475.04345703125
0.3924636, -5199.57421875
0.3927242, -5854.84814453125
0.3929848, -6398.24658203125
0.3932454, -6824.44091796875
0.393506, -7149.41455078125
0.3937666, -7522.3349609375
0.3940272, -7825.99853515625
0.3942878, -8044.42333984375
0.3945484, -8182.9365234375
0.394809, -8172.28173828125
0.3950696, -8172.28173828125
0.3953302, -8028.44091796875
0.3955908, -7778.0517578125
0.3958514, -7474.3876953125
0.396112, -7096.14013671875
0.3963726, -6653.96337890625
0.3966332, -6153.1845703125
0.3968938, -5609.78662109375
0.3971544, -5039.7509765625
0.397415, -4432.423828125
0.3976756, -3755.83984375
0.3979362, -3052.61889648438
0.3981968, -2274.81372070313
0.3984574, -1486.35363769531
0.398718, -644.619323730469
0.3989786, 154.495544433594
0.3992392, 958.937866210938
0.3994998, 1683.46862792969
0.3997604, 2392.01733398438
0.400021, 3100.56567382813
0.4002816, 3814.44165039063
0.4005422, 4560.2822265625
0.4008028, 5274.158203125
0.4010634, 5886.81298828125
0.401324, 6424.8837890625
0.4015846, 6819.11376953125
0.4018452, 7122.77734375
0.4021058, 7490.3701171875
0.4023664, 7778.0517578125
0.402627, 8049.75048828125
0.4028876, 8177.60888671875
0.4031482, 8177.60888671875
0.4034088, 8172.28173828125
0.4036694, 8065.73291015625
0.40393, 7831.32568359375
0.4041906, 7506.3525390625
0.4044512, 7101.4677734375
0.4047118, 6627.326171875
0.4049724, 6115.892578125
0.405233, 5572.49462890625
0.4054936, 5013.1142578125
0.4057542, 4443.07861328125
0.4060148, 3825.0966796875
0.4062754, 3137.85766601563
0.406536, 2354.72509765625
0.4067966, 1518.31823730469
0.4070572, 660.601623535156
0.4073178, -175.805267333984
0.4075784, -969.592712402344
0.407839, -1688.79614257813
0.4080996, -2376.03491210938
0.4083602, -3063.27368164063
0.4086208, -3761.16748046875
0.4088814, -4491.02587890625
0.409142, -5199.57421875
0.4094026, -5838.8662109375
0.4096632, -6371.609375
0.4099238, -6781.82177734375
0.4101844, -7117.44970703125
0.410445, -7479.71533203125
0.4107056, -7751.41455078125
0.4109662, -7996.47607421875
0.4112268, -8113.6796875
0.4114874, -8129.662109375
0.411748, -8113.6796875
0.4120086, -7985.8212890625
0.4122692, -7751.41455078125
0.4125298, -7453.078125
0.4127904, -7085.4853515625
0.413051, -6616.67138671875
0.4133116, -6105.23779296875
0.4135722, -5551.1845703125
0.4138328, -4965.1669921875
0.4140934, -4352.51220703125
0.414354, -3702.56567382813
0.4146146, -3015.32690429688
0.4148752, -2274.81372070313
0.4151358, -1475.69885253906
0.4153964, -644.619323730469
0.415657, 175.805267333984
0.4159176, 969.592712402344
0.4161782, 1720.7607421875
