Time (s), INST BN VOLTS
0, -8856.138671875
0.000130191387142986, -9080.7236328125
0.000260382774285972, -9230.447265625
0.000390574161428958, -9372.6845703125
0.000520765548571944, -9462.5185546875
0.00065095693571493, -9544.8662109375
0.000781148322857916, -9589.783203125
0.000911339710000902, -9657.1591796875
0.00104153109714389, -9679.6171875
0.00117172248428687, -9732.0205078125
0.00130191387142986, -9746.9931640625
0.00143210525857285, -9769.451171875
0.00156229664571583, -9784.423828125
0.00169248803285882, -9799.396484375
0.0018226794200018, -9791.91015625
0.00195287080714479, -9761.9658203125
0.00208306219428778, -9739.5068359375
0.00221325358143076, -9664.6455078125
0.00234344496857375, -9589.783203125
0.00247363635571674, -9462.5185546875
0.00260382774285972, -9312.794921875
0.00273401913000271, -9103.1826171875
0.00286421051714569, -8848.65234375
0.00299440190428868, -8541.7197265625
0.00312459329143167, -8204.841796875
0.00325478467857465, -7838.02001953125
0.00338497606571764, -7426.2802734375
0.00351516745286062, -7029.513671875
0.00364535884000361, -6595.3154296875
0.0037755502271466, -6161.11767578125
0.00390574161428958, -5719.43359375
0.00403593300143257, -5277.74951171875
0.00416612438857555, -4798.634765625
0.00429631577571854, -4356.95068359375
0.00442650716286153, -3892.80834960938
0.00455669855000451, -3421.1796875
0.0046868899371475, -2972.00952148438
0.00481708132429048, -2530.32543945313
0.00494727271143347, -2073.6689453125
0.00507746409857646, -1631.98498535156
0.00520765548571944, -1175.32861328125
0.00533784687286243, -741.130798339844
0.00546803826000541, -291.960632324219
0.0055982296471484, 157.209564208984
0.00572842103429139, 606.379760742188
0.00585861242143437, 1055.54992675781
0.00598880380857736, 1519.69250488281
0.00611899519572034, 1953.89038085938
0.00624918658286333, 2418.03295898438
0.00637937797000632, 2882.17529296875
0.0065095693571493, 3383.74877929688
0.00663976074429229, 3870.34985351563
0.00676995213143528, 4341.978515625
0.00690014351857826, 4806.12109375
0.00703033490572125, 5262.77734375
0.00716052629286423, 5711.94775390625
0.00729071768000722, 6138.6591796875
0.00742090906715021, 6550.3984375
0.00755110045429319, 6939.67919921875
0.00768129184143618, 7321.47412109375
0.00781148322857916, 7688.29638671875
0.00794167461572215, 8032.66015625
0.00807186600286514, 8347.0791015625
0.00820205739000812, 8624.0673828125
0.00833224877715111, 8856.138671875
0.00846244016429409, 9058.265625
0.00859263155143708, 9230.447265625
0.00872282293858007, 9365.1982421875
0.00885301432572305, 9470.0048828125
0.00898320571286604, 9552.3525390625
0.00911339710000902, 9604.755859375
0.00924358848715201, 9634.7001953125
0.009373779874295, 9672.1318359375
0.00950397126143798, 9709.5625
0.00963416264858097, 9672.1318359375
0.00976435403572395, 9529.89453125
0.00989454542286694, 9237.93359375
0.0100247368100099, 8811.2216796875
0.0101549281971529, 8421.94140625
0.0102851195842959, 8174.8974609375
0.0104153109714389, 8115.00830078125
0.0105455023585819, 8189.86962890625
0.0106756937457249, 8324.62109375
0.0108058851328678, 8429.4267578125
0.0109360765200108, 8421.94140625
0.0110662679071538, 8197.35546875
0.0111964592942968, 7845.505859375
0.0113266506814398, 7456.22509765625
0.0114568420685828, 7149.2919921875
0.0115870334557258, 6939.67919921875
0.0117172248428687, 6827.38671875
0.0118474162300117, 6632.74658203125
0.0119776076171547, 6318.3271484375
0.0121077990042977, 5824.240234375
0.0122379903914407, 5225.3466796875
