t,signal
0.16825,-0.054662
0.16837,-0.017685
0.1685,0.019293
0.16863,0.055386
0.16875,0.089509
0.16887,0.12316
0.169,0.15551
0.16912,0.18691
0.16925,0.219
0.16938,0.2506
0.1695,0.2816
0.16962,0.31212
0.16975,0.34223
0.16987,0.37411
0.17,0.40653
0.17013,0.43841
0.17025,0.46825
0.17037,0.49571
0.1705,0.52195
0.17062,0.55404
0.17075,0.58381
0.17088,0.60032
0.171,0.61779
0.17112,0.63397
0.17125,0.65232
0.17137,0.67489
0.1715,0.69746
0.17162,0.72247
0.17175,0.74497
0.17188,0.76577
0.172,0.78603
0.17212,0.80744
0.17225,0.82844
0.17237,0.84788
0.1725,0.86678
0.17263,0.88384
0.17275,0.90212
0.17287,0.91776
0.173,0.92381
0.17312,0.93033
0.17325,0.93808
0.17338,0.94366
0.1735,0.94685
0.17362,0.94855
0.17375,0.94835
0.17387,0.94705
0.174,0.9461
0.17413,0.94413
0.17425,0.94094
0.17437,0.93564
0.1745,0.9287
0.17462,0.92021
0.17475,0.90749
0.17488,0.89213
0.175,0.87555
0.17512,0.85828
0.17525,0.83918
0.17537,0.81933
0.1755,0.79928
0.17563,0.77869
0.17575,0.75727
0.17588,0.73491
0.176,0.7118
0.17612,0.68787
0.17625,0.66279
0.17637,0.63628
0.1765,0.60875
0.17663,0.57905
0.17675,0.54901
0.17687,0.5191
0.177,0.48783
0.17712,0.45602
0.17725,0.42509
0.17738,0.39491
0.1775,0.36364
0.17762,0.33244
0.17775,0.30043
0.17787,0.26991
0.178,0.23864
0.17813,0.20431
0.17825,0.1672
0.17837,0.12825
0.1785,0.089033
0.17862,0.050764
0.17875,0.015078
0.17887,-0.01918
0.179,-0.051399
0.17912,-0.080899
0.17925,-0.11101
0.17937,-0.14092
0.1795,-0.17062
0.17962,-0.2023
0.17975,-0.23445
0.17988,-0.26551
0.18,-0.29787
0.18012,-0.33022
0.18025,-0.36047
0.18037,-0.38854
0.1805,-0.41478
0.18063,-0.44544
0.18075,-0.47813
0.18087,-0.49581
0.181,-0.5094
0.18112,-0.52524
0.18125,-0.54019
0.18138,-0.56065
0.1815,-0.58206
0.18162,-0.60715
0.18175,-0.63141
0.18187,-0.65282
0.182,-0.67315
0.18213,-0.6932
0.18225,-0.71638
0.18237,-0.73663
0.1825,-0.75648
0.18262,-0.77381
0.18275,-0.79115
0.18288,-0.80957
0.183,-0.81902
0.18312,-0.82344
0.18325,-0.82989
0.18337,-0.83615
0.1835,-0.84158
0.18362,-0.84403
0.18375,-0.84376
0.18388,-0.84267
0.184,-0.84226
0.18412,-0.84138
0.18425,-0.83832
0.18437,-0.8335
0.1845,-0.82649
0.18463,-0.81698
0.18475,-0.80467
0.18487,-0.7904
0.185,-0.77443
0.18512,-0.75832
0.18525,-0.74037
0.18538,-0.72093
0.1855,-0.70149
0.18562,-0.68239
0.18575,-0.66248
0.18587,-0.64154
0.186,-0.61979
0.18613,-0.59736
0.18625,-0.57316
0.18637,-0.54624
0.1865,-0.51783
0.18662,-0.48778
0.18675,-0.45727
0.18687,-0.42641
0.187,-0.395
0.18712,-0.36482
0.18725,-0.33179
0.18737,-0.29977
0.1875,-0.26674
0.18762,-0.23323
0.18775,-0.20135
0.18788,-0.17103
0.188,-0.14004
0.18812,-0.10761
0.18825,-0.072403
0.18837,-0.035358
0.1885,0.0019596
0.18863,0.038869
0.18875,0.074079
0.18887,0.10786
0.189,0.14144
0.18912,0.17237
0.18925,0.2018
0.18938,0.23096
0.1895,0.26141
0.18962,0.29193
0.18975,0.32164
0.18987,0.35243
0.19,0.38302
0.19013,0.41442
0.19025,0.44596
0.19037,0.47491
0.1905,0.5019
0.19062,0.53099
0.19075,0.5643
0.19088,0.58476
0.191,0.59767
0.19112,0.61399
0.19125,0.62901
0.19137,0.64981
0.1915,0.67108
0.19162,0.69297
0.19175,0.71656
0.19188,0.73879
0.192,0.7606
0.19212,0.78181
0.19225,0.80418
0.19237,0.82423
0.1925,0.84353
0.19263,0.86154
0.19275,0.87956
0.19287,0.89771
0.193,0.9079
0.19312,0.91049
0.19325,0.91504
0.19338,0.92068
0.1935,0.92619
0.19362,0.92938
0.19375,0.93006
0.19387,0.92999
0.194,0.9302
0.19413,0.92965
0.19425,0.92721
0.19437,0.92299
0.1945,0.91606
0.19462,0.90865
0.19475,0.89968
0.19487,0.88717
0.195,0.87256
0.19512,0.85563
0.19525,0.83714
0.19537,0.81859
0.1955,0.79983
0.19562,0.78127
0.19575,0.76122
0.19588,0.74035
0.196,0.71901
0.19612,0.69712
0.19625,0.67333
0.19637,0.646
0.1965,0.61786
0.19663,0.58884
0.19675,0.55913
0.19687,0.52902
0.197,0.49871
0.19712,0.46975
0.19725,0.43569
0.19738,0.40048
0.1975,0.36616
0.19762,0.3319
0.19775,0.30022
0.19787,0.26848
0.198,0.23789
0.19813,0.20744
0.19825,0.17359
0.19837,0.13845
0.1985,0.10208
0.19862,0.065106
0.19875,0.028809
0.19888,-0.0057213
0.199,-0.039912
0.19912,-0.070771
0.19925,-0.10034
0.19937,-0.12998
0.1995,-0.15941
0.19962,-0.19061
0.19975,-0.22079
0.19988,-0.25008
0.2,-0.27999
0.20012,-0.31065
0.20025,-0.34205
0.20037,-0.37203
0.2005,-0.40024
0.20063,-0.43001
0.20075,-0.46399
0.20087,-0.48527
0.201,-0.49737
0.20112,-0.51341
0.20125,-0.53095
0.20138,-0.55154
0.2015,-0.57078
0.20162,-0.59158
0.20175,-0.61428
0.20187,-0.63685
0.202,-0.65894
0.20213,-0.67886
0.20225,-0.70136
0.20237,-0.72134
0.2025,-0.74119
0.20262,-0.75988
0.20275,-0.77681
0.20287,-0.79387
0.203,-0.80454
0.20313,-0.80699
0.20325,-0.81066
0.20337,-0.81616
0.2035,-0.82092
0.20362,-0.82344
0.20375,-0.82445
0.20388,-0.82493
0.204,-0.82649
0.20412,-0.82711
0.20425,-0.82547
0.20437,-0.82242
0.2045,-0.81718
0.20463,-0.81032
0.20475,-0.80032
0.20487,-0.78789
0.205,-0.77348
0.20512,-0.75906
0.20525,-0.74187
0.20538,-0.7225
0.2055,-0.70163
0.20562,-0.68219
0.20575,-0.66383
0.20587,-0.64507
0.206,-0.62557
0.20613,-0.60375
0.20625,-0.58036
0.20637,-0.55433
0.2065,-0.52694
0.20662,-0.49866
0.20675,-0.46923
0.20688,-0.43932
0.207,-0.40805
0.20713,-0.3778
0.20725,-0.34545
0.20737,-0.31004
0.2075,-0.27415
0.20762,-0.23744
0.20775,-0.20332
0.20788,-0.17076
0.208,-0.13929
0.20812,-0.1087
0.20825,-0.075801
0.20837,-0.042155
0.2085,-0.0085082
0.20863,0.02677
0.20875,0.062387
0.20887,0.096034
0.209,0.12982
0.20912,0.16231
0.20925,0.19344
0.20938,0.22389
0.2095,0.25298
0.20962,0.28357
0.20975,0.3128
0.20987,0.34155
0.21,0.37228
0.21012,0.40286
0.21025,0.43318
0.21037,0.46159
0.2105,0.48878
0.21062,0.51434
0.21075,0.54275
0.21087,0.57028
0.211,0.5868
0.21113,0.60522
0.21125,0.62391
0.21137,0.64437
0.2115,0.66646
0.21162,0.68726
0.21175,0.70895
0.21188,0.72975
0.212,0.75102
0.21212,0.77148
0.21225,0.79337
0.21237,0.81458
0.2125,0.83368
0.21263,0.85196
0.21275,0.86861
0.21287,0.88574
0.213,0.89635
0.21312,0.89825
0.21325,0.90138
0.21338,0.90586
0.2135,0.91035
0.21362,0.91361
0.21375,0.91518
0.21387,0.91592
0.214,0.91755
0.21413,0.91885
0.21425,0.91837
0.21437,0.9164
0.2145,0.91266
0.21462,0.90736
0.21475,0.89995
0.21487,0.88873
0.215,0.87466
0.21513,0.85917
0.21525,0.84204
0.21537,0.82321
0.2155,0.80322
0.21562,0.78317
0.21575,0.76278
0.21588,0.74191
0.216,0.72132
0.21612,0.70038
0.21625,0.67802
0.21637,0.65266
0.2165,0.62541
0.21663,0.5972
0.21675,0.56872
0.21687,0.53976
0.217,0.50897
0.21712,0.47845
0.21725,0.44412
0.21738,0.40619
0.2175,0.37146
0.21762,0.33618
0.21775,0.30118
0.21787,0.26773
0.218,0.23565
0.21812,0.20581
0.21825,0.17298
0.21837,0.1396
0.2185,0.10684
0.21862,0.072923
0.21875,0.03717
0.21887,0.0027073
0.219,-0.031823
0.21913,-0.065198
0.21925,-0.096465
0.21937,-0.12766
0.2195,-0.15601
0.21962,-0.18551
0.21975,-0.21481
0.21988,-0.24342
0.22,-0.27306
0.22012,-0.30371
0.22025,-0.33457
0.22037,-0.36373
0.2205,-0.39126
0.22063,-0.41893
0.22075,-0.45203
0.22087,-0.47698
0.221,-0.48901
0.22112,-0.50491
0.22125,-0.52286
0.22138,-0.54468
0.2215,-0.56589
0.22162,-0.58635
0.22175,-0.6064
0.22187,-0.62767
0.222,-0.64936
0.22213,-0.66975
0.22225,-0.69184
0.22237,-0.71182
0.2225,-0.73194
0.22262,-0.75098
0.22275,-0.76783
0.22287,-0.78333
0.223,-0.79224
0.22313,-0.79543
0.22325,-0.79849
0.22337,-0.80318
0.2235,-0.8076
0.22362,-0.81086
0.22375,-0.8131
0.22388,-0.81392
0.224,-0.81541
0.22412,-0.81657
0.22425,-0.81684
0.22437,-0.81616
0.2245,-0.81392
0.22463,-0.80977
0.22475,-0.80134
0.22487,-0.7887
0.225,-0.77348
0.22512,-0.75913
0.22525,-0.74459
0.22538,-0.72753
0.2255,-0.70815
0.22562,-0.68695
0.22575,-0.66567
0.22587,-0.64453
0.226,-0.62557
0.22612,-0.60551
0.22625,-0.58247
0.22637,-0.55712
0.2265,-0.52952
0.22662,-0.50172
0.22675,-0.47426
0.22687,-0.4451
0.227,-0.41315
0.22713,-0.38127
0.22725,-0.34667
0.22737,-0.30983
0.2275,-0.27537
0.22762,-0.23921
0.22775,-0.20386
0.22788,-0.17008
0.228,-0.13779
0.22812,-0.10741
0.22825,-0.074646
0.22837,-0.041271
0.2285,-0.00912
0.22863,0.023371
0.22875,0.058785
0.22887,0.093179
0.229,0.12723
0.22912,0.16074
0.22925,0.19194
0.22938,0.22389
0.2295,0.25203
0.22962,0.28058
0.22975,0.30926
0.22987,0.33754
0.23,0.36772
0.23013,0.39879
0.23025,0.42876
0.23037,0.4567
0.2305,0.48362
0.23062,0.50931
0.23075,0.53609
0.23087,0.56722
0.231,0.58578
0.23113,0.60039
0.23125,0.61786
0.23137,0.63764
0.2315,0.6598
0.23162,0.6806
0.23175,0.70194
0.23188,0.7224
0.232,0.74361
0.23212,0.76326
0.23225,0.78419
0.23237,0.80472
0.2325,0.82307
0.23263,0.84149
0.23275,0.85821
0.23287,0.87351
0.233,0.88302
0.23312,0.88629
0.23325,0.88907
0.23338,0.89268
0.2335,0.89682
0.23362,0.9007
0.23375,0.90308
0.23387,0.90471
0.234,0.90607
0.23412,0.90736
0.23425,0.90749
0.23438,0.90709
0.2345,0.90559
0.23462,0.90437
0.23475,0.90314
0.23487,0.89934
0.235,0.89295
0.23513,0.88486
0.23525,0.87385
0.23537,0.86216
0.2355,0.8489
0.23562,0.8347
0.23575,0.81791
0.23588,0.79962
0.236,0.78222
0.23612,0.76244
0.23625,0.74184
0.23637,0.72118
0.2365,0.69617
0.23663,0.66605
0.23675,0.63268
0.23687,0.59761
0.237,0.55995
0.23712,0.52175
0.23725,0.48579
0.23738,0.44752
0.2375,0.41075
0.23762,0.37601
0.23775,0.34101
0.23787,0.30546
0.238,0.26998
0.23813,0.23483
0.23825,0.19962
0.23838,0.16312
0.2385,0.1288
0.23862,0.094267
0.23875,0.057697
0.23887,0.020516
0.239,-0.014626
0.23913,-0.049088
0.23925,-0.081783
0.23937,-0.1155
0.2395,-0.14731
0.23962,-0.17654
0.23975,-0.20726
0.23988,-0.23785
0.24,-0.27054
0.24012,-0.30399
0.24025,-0.33566
0.24037,-0.36645
0.2405,-0.39636
0.24063,-0.42525
0.24075,-0.45679
0.24087,-0.48323
0.241,-0.50226
0.24112,-0.52211
0.24125,-0.54305
0.24137,-0.56575
0.2415,-0.58771
0.24162,-0.61014
0.24175,-0.63298
0.24187,-0.655
0.242,-0.67743
0.24212,-0.6987
0.24225,-0.72175
0.24238,-0.74316
0.2425,-0.76328
0.24262,-0.7798
0.24275,-0.79074
0.24287,-0.79842
0.243,-0.80379
0.24313,-0.81032
0.24325,-0.81691
0.24337,-0.82262
0.2435,-0.82779
0.24362,-0.83241
0.24375,-0.83628
0.24388,-0.83961
0.244,-0.84308
0.24412,-0.84668
0.24425,-0.85096
0.24437,-0.85647
0.2445,-0.86266
0.24463,-0.86884
0.24475,-0.87421
0.24487,-0.87849
0.245,-0.88135
0.24512,-0.88142
0.24525,-0.87897
0.24538,-0.87333
0.2455,-0.86252
0.24562,-0.84825
0.24575,-0.832
0.24587,-0.81643
0.246,-0.8044
0.24612,-0.79108
0.24625,-0.77381
0.24638,-0.752
0.2465,-0.72589
0.24662,-0.69551
0.24675,-0.65765
0.24687,-0.61489
0.247,-0.5718
0.24713,-0.52667
0.24725,-0.48078
0.24737,-0.44007
0.2475,-0.40289
0.24762,-0.3704
0.24775,-0.33811
0.24788,-0.30229
0.248,-0.26538
0.24812,-0.22752
0.24825,-0.18843
0.24837,-0.14724
0.2485,-0.1034
0.24863,-0.058672
0.24875,-0.017005
0.24887,0.022623
0.249,0.064767
0.24912,0.10609
0.24925,0.14681
0.24937,0.1863
0.2495,0.22532
0.24962,0.26304
0.24975,0.29988
0.24987,0.33754
0.25,0.37554
0.25012,0.4132
0.25025,0.45065
0.25038,0.4864
0.2505,0.52141
0.25062,0.55628
0.25075,0.5902
0.25087,0.6231
0.251,0.65402
0.25113,0.68393
0.25125,0.71241
0.25137,0.73899
0.2515,0.76618
0.25162,0.79493
0.25175,0.82491
0.25188,0.85216
0.252,0.87636
0.25212,0.89913
0.25225,0.92258
0.25237,0.94413
0.2525,0.95732
0.25263,0.96514
0.25275,0.97166
0.25287,0.979
0.253,0.98607
0.25312,0.9928
0.25325,1
0.25338,1.0071
0.2535,1.0146
0.25362,1.022
0.25375,1.0292
0.25387,1.0362
0.254,1.0425
0.25412,1.0469
0.25425,1.0518
0.25438,1.0553
0.2545,1.058
0.25462,1.0593
0.25475,1.0591
0.25487,1.0574
0.255,1.0525
0.25513,1.0424
0.25525,1.0273
0.25537,1.0114
0.2555,0.99538
0.25562,0.97574
0.25575,0.9514
0.25588,0.92768
0.256,0.90314
0.25612,0.8782
0.25625,0.85223
0.25637,0.82701
0.2565,0.79853
0.25663,0.76577
0.25675,0.72975
0.25687,0.68944
0.257,0.6477
0.25712,0.60563
0.25725,0.56627
0.25737,0.53174
0.2575,0.49123
0.25762,0.45044
0.25775,0.41442
0.25787,0.3754
0.258,0.33543
0.25812,0.29431
0.25825,0.25434
0.25838,0.21485
0.2585,0.17434
0.25862,0.13512
0.25875,0.094471
0.25887,0.051512
0.259,0.0095726
0.25913,-0.032978
0.25925,-0.075665
0.25937,-0.11516
0.2595,-0.15227
0.25962,-0.1885
0.25975,-0.22521
0.25988,-0.26218
0.26,-0.30032
0.26012,-0.33709
0.26025,-0.37305
0.26037,-0.40832
0.2605,-0.44272
0.26063,-0.47711
0.26075,-0.51185
0.26087,-0.54604
0.261,-0.57873
0.26112,-0.60925
0.26125,-0.63705
0.26138,-0.66241
0.2615,-0.68837
0.26162,-0.71658
0.26175,-0.74513
0.26187,-0.77076
0.262,-0.79489
0.26212,-0.81888
0.26225,-0.84362
0.26238,-0.86952
0.2625,-0.8893
0.26262,-0.90582
0.26275,-0.92132
0.26287,-0.93144
0.263,-0.9362
0.26313,-0.93946
0.26325,-0.94266
0.26337,-0.9464
0.2635,-0.95061
0.26362,-0.95415
0.26375,-0.95727
0.26388,-0.96006
0.264,-0.9623
0.26412,-0.96455
0.26425,-0.96686
0.26437,-0.96801
0.2645,-0.96883
0.26463,-0.96801
0.26475,-0.96584
0.26487,-0.95999
0.265,-0.94715
0.26512,-0.92988
0.26525,-0.91058
0.26537,-0.89148
0.2655,-0.87224
0.26563,-0.85117
0.26575,-0.82765
0.26587,-0.80338
0.266,-0.77918
0.26612,-0.75356
0.26625,-0.72698
0.26638,-0.70224
0.2665,-0.67525
0.26662,-0.6446
0.26675,-0.60959
0.26687,-0.57262
0.267,-0.5336
0.26713,-0.49397
0.26725,-0.4572
0.26737,-0.4224
0.2675,-0.38399
0.26762,-0.3447
0.26775,-0.30494
0.26788,-0.26511
0.268,-0.22534
0.26812,-0.18354
0.26825,-0.14207
0.26837,-0.1002
0.2685,-0.060032
0.26863,-0.020743
0.26875,0.021876
0.26887,0.064835
0.269,0.10507
0.26912,0.1464
0.26925,0.1878
0.26938,0.22681
0.2695,0.26332
0.26963,0.29859
0.26975,0.33584
0.26987,0.37241
0.27,0.40851
0.27012,0.44521
0.27025,0.48198
0.27038,0.51753
0.2705,0.55104
0.27062,0.58388
0.27075,0.61589
0.27087,0.64872
0.271,0.67985
0.27113,0.70983
0.27125,0.73858
0.27137,0.76468
0.2715,0.79153
0.27162,0.81954
0.27175,0.84645
0.27188,0.87133
0.272,0.89601
0.27212,0.92068
0.27225,0.94719
0.27237,0.97343
0.2725,0.99314
0.27262,1.0114
0.27275,1.0292
0.27287,1.0398
0.273,1.0447
0.27312,1.0481
0.27325,1.0512
0.27337,1.0549
0.2735,1.0585
0.27363,1.0616
0.27375,1.0644
0.27387,1.067
0.274,1.0685
0.27412,1.071
0.27425,1.0731
0.27438,1.0739
0.2745,1.0735
0.27462,1.0717
0.27475,1.0685
0.27487,1.0604
0.275,1.0465
0.27513,1.0284
0.27525,1.0088
0.27537,0.98784
0.2755,0.96677
0.27562,0.94522
0.27575,0.92129
0.27588,0.89825
0.276,0.87371
0.27612,0.84815
0.27625,0.82321
0.27637,0.80051
0.2765,0.7742
0.27663,0.74307
0.27675,0.7084
0.27687,0.67129
0.277,0.63227
0.27712,0.59183
0.27725,0.55302
0.27737,0.51366
0.2775,0.47485
0.27763,0.44059
0.27775,0.40545
0.27787,0.36738
0.278,0.32864
0.27812,0.28874
0.27825,0.24802
0.27838,0.2054
0.2785,0.16407
0.27862,0.122
0.27875,0.076186
0.27887,0.030304
0.279,-0.013742
0.27913,-0.056769
0.27925,-0.097893
0.27937,-0.13596
0.2795,-0.17178
0.27962,-0.20828
0.27975,-0.24641
0.27988,-0.28441
0.28,-0.32084
0.28012,-0.35768
0.28025,-0.39521
0.28037,-0.43205
0.2805,-0.46699
0.28062,-0.50077
0.28075,-0.53176
0.28087,-0.56052
0.281,-0.5907
0.28112,-0.62108
0.28125,-0.64854
0.28137,-0.67471
0.2815,-0.70163
0.28163,-0.72984
0.28175,-0.75703
0.28187,-0.78177
0.282,-0.80563
0.28212,-0.82982
0.28225,-0.85565
0.28238,-0.8823
0.2825,-0.9031
0.28262,-0.92227
0.28275,-0.9396
0.28287,-0.95
0.283,-0.95469
0.28313,-0.95816
0.28325,-0.96176
0.28337,-0.9655
0.2835,-0.96903
0.28362,-0.97223
0.28375,-0.97433
0.28388,-0.97678
0.284,-0.97896
0.28412,-0.98093
0.28425,-0.98222
0.28437,-0.98263
0.2845,-0.98195
0.28463,-0.98011
0.28475,-0.97631
0.28487,-0.96672
0.285,-0.95177
0.28512,-0.93423
0.28525,-0.91411
0.28537,-0.89236
0.2855,-0.87102
0.28563,-0.84818
0.28575,-0.82384
0.28587,-0.79944
0.286,-0.77497
0.28612,-0.74962
0.28625,-0.72345
0.28638,-0.69918
0.2865,-0.67274
0.28662,-0.64188
0.28675,-0.60755
0.28687,-0.57051
0.287,-0.5317
0.28713,-0.49234
0.28725,-0.45461
0.28737,-0.41553
0.2875,-0.37638
0.28762,-0.33974
0.28775,-0.30269
0.28788,-0.26443
0.288,-0.22378
0.28812,-0.18218
0.28825,-0.14174
0.28837,-0.10109
0.2885,-0.060983
0.28862,-0.018704
0.28875,0.027857
0.28887,0.073535
0.289,0.11629
0.28912,0.15775
0.28925,0.19786
0.28937,0.23626
0.2895,0.27263
0.28963,0.30954
0.28975,0.34801
0.28987,0.38512
0.29,0.4219
0.29012,0.4586
0.29025,0.49429
0.29038,0.53004
0.2905,0.56403
0.29062,0.59679
0.29075,0.62806
0.29087,0.65797
0.291,0.6874
0.29113,0.71737
0.29125,0.74565
0.29137,0.77298
0.2915,0.8018
0.29162,0.83041
0.29175,0.85753
0.29188,0.88302
0.292,0.90722
0.29212,0.93122
0.29225,0.95766
0.29237,0.98383
0.2925,1.0044
0.29263,1.0235
0.29275,1.0415
0.29287,1.0525
0.293,1.0575
0.29312,1.0607
0.29325,1.0641
0.29337,1.0676
0.2935,1.0711
0.29363,1.0741
0.29375,1.0767
0.29387,1.079
0.294,1.0803
0.29412,1.0824
0.29425,1.0837
0.29438,1.0842
0.2945,1.0833
0.29462,1.0814
0.29475,1.0776
0.29487,1.068
0.295,1.0537
0.29513,1.0356
0.29525,1.0146
0.29537,0.99178
0.2955,0.96976
0.29562,0.94678
0.29575,0.92279
0.29588,0.89927
0.296,0.87392
0.29612,0.84802
0.29625,0.82226
0.29637,0.7984
0.2965,0.77277
0.29662,0.74307
0.29675,0.70895
0.29688,0.6717
0.297,0.63295
0.29712,0.59366
0.29725,0.55628
0.29737,0.5157
0.2975,0.47308
0.29763,0.43828
0.29775,0.40246
0.29787,0.3633
0.298,0.32354
0.29812,0.28323
0.29825,0.2432
0.29838,0.20194
0.2985,0.16156
0.29862,0.11908
0.29875,0.071632
0.29887,0.024459
0.299,-0.01918
0.29913,-0.062343
0.29925,-0.14207
0.29937,-0.17878
0.2995,-0.21549
0.29962,-0.25348
0.29975,-0.2906
0.29988,-0.32825
0.3,-0.36571
0.30012,-0.40234
0.30025,-0.43796
0.30037,-0.47331
0.3005,-0.50729
0.30062,-0.53849
0.30075,-0.56759
0.30088,-0.59695
0.301,-0.62679
0.30112,-0.65391
0.30125,-0.68035
0.30137,-0.70768
0.3015,-0.73575
0.30163,-0.76274
0.30175,-0.78816
0.30187,-0.81256
0.302,-0.83669
0.30212,-0.86293
0.30225,-0.88998
0.30238,-0.91132
0.3025,-0.93042
0.30262,-0.94837
0.30275,-0.95965
0.30287,-0.96482
0.303,-0.96849
0.30313,-0.97196
0.30325,-0.97549
0.30337,-0.97869
0.3035,-0.98154
0.30362,-0.98372
0.30375,-0.98575
0.30388,-0.98739
0.304,-0.98915
0.30412,-0.99024
0.30425,-0.99024
0.30437,-0.98936
0.3045,-0.98698
0.30462,-0.98208
0.30475,-0.97162
0.30488,-0.95714
0.305,-0.93953
0.30512,-0.91934
0.30525,-0.89698
0.30537,-0.87435
0.3055,-0.85015
0.30563,-0.82554
0.30575,-0.80223
0.30587,-0.77776
0.306,-0.75152
0.30612,-0.72501
0.30625,-0.70034
0.30638,-0.67491
0.3065,-0.64514
0.30662,-0.61122
0.30675,-0.57418
0.30687,-0.53516
0.307,-0.49547
0.30713,-0.4574
0.30725,-0.41764
0.30737,-0.37767
0.3075,-0.34062
0.30762,-0.30269
0.30775,-0.26368
0.30788,-0.22317
0.308,-0.18164
0.30812,-0.14078
0.30825,-0.09966
0.30837,-0.059148
0.3085,-0.016461
0.30862,0.030508
0.30875,0.076934
0.30888,0.11942
0.309,0.16224
0.30912,0.20241
0.30925,0.24061
0.30937,0.27745
0.3095,0.31355
0.30963,0.35086
0.30975,0.38757
0.30987,0.42529
0.31,0.46268
0.31012,0.49857
0.31025,0.53324
0.31038,0.5677
0.3105,0.601
0.31062,0.63322
0.31075,0.66361
0.31087,0.69304
0.311,0.72234
0.31113,0.75021
0.31125,0.77753
0.31137,0.80683
0.3115,0.83422
0.31162,0.85991
0.31175,0.88527
0.31188,0.91049
0.312,0.93577
0.31212,0.96296
0.31225,0.98981
0.31237,1.0102
0.3125,1.029
0.31262,1.0479
0.31275,1.0599
0.31288,1.0648
0.313,1.0683
0.31312,1.0716
0.31325,1.0753
0.31337,1.0785
0.3135,1.0813
0.31363,1.084
0.31375,1.086
0.31387,1.0872
0.314,1.089
0.31412,1.0903
0.31425,1.0905
0.31438,1.0899
0.3145,1.0874
0.31462,1.0825
0.31475,1.0719
0.31487,1.0566
0.315,1.0375
0.31513,1.0169
0.31525,0.99538
0.31537,0.9737
0.3155,0.94998
0.31562,0.92456
0.31575,0.90002
0.31588,0.87534
0.316,0.85006
0.31612,0.82382
0.31625,0.79949
0.31637,0.7742
0.3165,0.74456
0.31662,0.71064
0.31675,0.67394
0.31688,0.6354
0.317,0.5957
0.31712,0.55818
0.31725,0.51665
0.31737,0.4743
0.3175,0.43957
0.31763,0.40273
0.31775,0.36412
0.31787,0.32463
0.318,0.28357
0.31812,0.24231
0.31825,0.20064
0.31838,0.16054
0.3185,0.11745
0.31862,0.069932
0.31875,0.023099
0.31887,-0.020811
0.319,-0.063566
0.31913,-0.10455
0.31925,-0.14316
0.31937,-0.18
0.3195,-0.2163
0.31962,-0.25389
0.31975,-0.29141
0.31987,-0.32988
0.32,-0.36822
0.32012,-0.40459
0.32025,-0.43966
0.32037,-0.47535
0.3205,-0.5096
0.32062,-0.5406
0.32075,-0.57058
0.32088,-0.59974
0.321,-0.62998
0.32112,-0.65751
0.32125,-0.68307
0.32137,-0.71114
0.3215,-0.73874
0.32163,-0.76566
0.32175,-0.79067
0.32187,-0.81507
0.322,-0.83907
0.32212,-0.86571
0.32225,-0.89338
0.32238,-0.91459
0.3225,-0.9343
0.32262,-0.95272
0.32275,-0.96502
0.32287,-0.97032
0.323,-0.97379
0.32313,-0.97739
0.32325,-0.98106
0.32337,-0.98467
0.3235,-0.98732
0.32362,-0.98949
0.32375,-0.9914
0.32388,-0.99262
0.324,-0.99411
0.32412,-0.99493
0.32425,-0.99507
0.32437,-0.99452
0.3245,-0.99269
0.32462,-0.98739
0.32475,-0.97549
0.32488,-0.95979
0.325,-0.94178
0.32512,-0.92172
0.32525,-0.90011
0.32537,-0.87727
0.3255,-0.85287
0.32563,-0.82779
0.32575,-0.80433
0.32587,-0.7802
0.326,-0.75424
0.32612,-0.72705
0.32625,-0.70156
0.32638,-0.6758
0.3265,-0.64664
0.32662,-0.61265
0.32675,-0.57561
0.32687,-0.53727
0.327,-0.49791
0.32713,-0.45985
0.32725,-0.41961
0.32737,-0.3795
0.3275,-0.34253
0.32762,-0.30528
0.32775,-0.26613
0.32787,-0.225
0.328,-0.18286
0.32813,-0.14126
0.32825,-0.099592
0.32837,-0.058808
0.3285,-0.015577
0.32862,0.03078
0.32875,0.075778
0.32888,0.11901
0.329,0.16183
0.32912,0.2033
0.32925,0.24184
0.32937,0.278
0.3295,0.31368
0.32963,0.35066
0.32975,0.38791
0.32987,0.42597
0.33,0.46377
0.33012,0.49966
0.33025,0.53521
0.33038,0.56953
0.3305,0.6027
0.33062,0.63445
0.33075,0.6649
0.33087,0.69481
0.331,0.72417
0.33113,0.75177
0.33125,0.78005
0.33137,0.81023
0.3315,0.83769
0.33162,0.8627
0.33175,0.88697
0.33187,0.91171
0.332,0.93801
0.33213,0.96568
0.33225,0.99212
0.33237,1.0123
0.3325,1.0316
0.33262,1.0507
0.33275,1.0632
0.33288,1.0689
0.333,1.0725
0.33312,1.0763
0.33325,1.0801
0.33337,1.0834
0.3335,1.0862
0.33363,1.0886
0.33375,1.0905
0.33387,1.0914
0.334,1.0929
0.33412,1.0938
0.33425,1.0944
0.33438,1.0935
0.3345,1.0915
0.33462,1.0861
0.33475,1.0744
0.33487,1.0583
0.335,1.0394
0.33513,1.0186
0.33525,0.99647
0.33537,0.97424
0.3355,0.95093
0.33562,0.92666
0.33575,0.90253
0.33587,0.87806
0.336,0.85278
0.33613,0.82586
0.33625,0.80017
0.33637,0.77461
0.3365,0.74511
0.33662,0.71085
0.33675,0.67401
0.33688,0.63574
0.337,0.59693
0.33712,0.55886
0.33725,0.51753
0.33737,0.47661
0.3375,0.44147
0.33763,0.40477
