,time,raw,gapsopq,sannpq
0,0.0100260421895655,-0.9790905720233877,-0.9344907248038763,-0.9399663837942273
1,0.0101562505296897,-0.9619565377643152,-0.9183230915235563,-0.920280815490327
2,0.0102864588698139,-0.942374718663269,-0.8870490030123006,-0.8983758819441076
3,0.0104166672099382,-0.9203451913260373,-0.8437260267526037,-0.8743033546928579
4,0.0105468755500624,-0.8873008237144024,-0.7979747935875777,-0.8481200725012593
5,0.0106770838901866,-0.854256532708556,-0.7593034028150618,-0.8198878464828476
6,0.0108072922303108,-0.818764533466529,-0.730749293095092,-0.7896732913840765
7,0.0109375005704351,-0.7820486035006197,-0.7079281946424217,-0.7575477010136323
8,0.0110677089105593,-0.7379895488261584,-0.6835981777057915,-0.7235869621631361
9,0.0111979172506835,-0.6914827093097234,-0.6532597729346399,-0.687871367482668
10,0.0113281255908078,-0.6461998005171733,-0.6171416518491287,-0.6504854082938996
11,0.011458333930932,-0.5960213986464636,-0.5778139445091743,-0.6115176723124729
12,0.0115885422710562,-0.5397236878824034,-0.5366430314215281,-0.5710607143341467
13,0.0117187506111804,-0.48954528601169384,-0.49274561743546746,-0.5292108516764412
14,0.0118489589513047,-0.4418146306800627,-0.4450563230222249,-0.4860679046550868
15,0.0119791672914289,-0.39286012123034253,-0.3948653386111403,-0.4417349422579089
16,0.0121093756315531,-0.3426817193596328,-0.34585253873022065,-0.3963181117073106
17,0.0122395839716773,-0.29372717160701733,-0.3013178121712232,-0.3499264012700208
18,0.0123697923118016,-0.24844424366301693,-0.26118975256326377,-0.3026713422877906
19,0.0125000006519258,-0.20316129656757012,-0.22169065345830302,-0.25466677666667364
20,0.01263020899205,-0.15420676796640076,-0.17807717149043387,-0.20602863165887886
21,0.0127604173321743,-0.11014769414049291,-0.12809975306598703,-0.15687459642589477
22,0.0128906256722985,-0.06608861552672347,-0.0733055460061035,-0.10732377562644077
23,0.0130208340124227,-0.022029539306884793,-0.017371134002324623,-0.0574964245051892
24,0.0131510423525469,0.026924991688215594,0.036764839398516144,-0.007513671283307573
25,0.0132812506926712,0.07710338398320024,0.08844749978919586,0.04250279119685322
26,0.0134114590327954,0.11993859411529256,0.1385599645550229,0.09243100877079682
27,0.0135416673729196,0.16766925902264643,0.1877061151294466,0.14214909041812368
28,0.0136718757130438,0.21784766089335528,0.23530297729874022,0.19153555004386918
29,0.0138020840531681,0.26802604361261545,0.2803648674701187,0.2404696282253414
30,0.0139322923932923,0.3108612633204315,0.32295393912666953,0.28883158687250676
31,0.0140625007334165,0.35736808368541756,0.3646417059789247,0.3365030330534324
32,0.0141927090735408,0.4050987390170487,0.40738671040266833,0.38336727177132196
33,0.014322917413665,0.4540532484667714,0.45184433420898745,0.42930961121930084
34,0.0144531257537892,0.4981123414441254,0.49670109138755486,0.47421761578104116
35,0.0145833340939134,0.540947542000495,0.5396665042139016,0.5179814078712615
36,0.0147135424340377,0.588678235635019,0.5792360254457246,0.5604940013795481
37,0.0148437507741619,0.6376327450847418,0.6156973279916176,0.601651567312451
38,0.0149739591142861,0.6792440915230173,0.650619719500534,0.6413536501331226
39,0.0151041674544103,0.7220792920793868,0.6854395697915159,0.679503419778969
